Oleg Lodygensky;Diogo Ferreira;2009;2
Diogo Ferreira;Patricio Domingues;2009;2
Patricio Domingues;Diogo Ferreira;2009;2
Diogo Ferreira;Patricio Domingues;2010;2
Patricio Domingues;Diogo Ferreira;2010;2
Diogo Ferreira;Patricio Domingues;2011;2
Patricio Domingues;Diogo Ferreira;2011;2
Diogo Ferreira;Péter Kacsuk;2009;2
Péter Kacsuk;Diogo Ferreira;2009;2
Diogo Ferreira;Zoltán Balaton;2009;2
Zoltán Balaton;Diogo Ferreira;2009;2
Diogo Ferreira;Zoltán Farkas;2009;2
Zoltán Farkas;Diogo Ferreira;2009;2
Diogo Guerra;Pedro Bizarro;2009;2
Pedro Bizarro;Diogo Guerra;2009;2
Diogo Guerra;Ute Gawlick;2009;2
Ute Gawlick;Diogo Guerra;2009;2
Douglas Rodrigues;Francisco Mónaco;2011;2
Francisco Mónaco;Douglas Rodrigues;2011;2
Douglas Rodrigues;Júlio Estrella;2011;6
Júlio Estrella;Douglas Rodrigues;2011;6
Douglas Rodrigues;Kalinka Branco;2011;6
Kalinka Branco;Douglas Rodrigues;2011;6
Douglas Rodrigues;Marco Vieira;2011;6
Marco Vieira;Douglas Rodrigues;2011;6
Douglas Rodrigues;Nuno Antunes;2011;2
Nuno Antunes;Douglas Rodrigues;2011;2
Eduardo Gomez;José Feiteirinha;2008;2
José Feiteirinha;Eduardo Gomez;2008;2
Eduardo Gomez;Juan F Prieto;2008;2
Juan F Prieto;Eduardo Gomez;2008;2
Eduardo Gomez;Mauro Pecchioli;2008;2
Mauro Pecchioli;Eduardo Gomez;2008;2
Eduardo Gomez;Pedro Bizarro;2008;2
Pedro Bizarro;Eduardo Gomez;2008;2
Eliane Martins;Henrique Madeira;2006;8
Henrique Madeira;Eliane Martins;2006;8
Eliane Martins;Henrique Madeira;2007;4
Henrique Madeira;Eliane Martins;2007;4
Eliane Martins;Joao Duraes;2006;4
Joao Duraes;Eliane Martins;2006;4
Eliane Martins;Joao Duraes;2007;2
Joao Duraes;Eliane Martins;2007;2
Eliane Martins;Marco Vieira;2015;2
Marco Vieira;Eliane Martins;2015;2
Eliane Martins;Marco Vieira;2016;2
Marco Vieira;Eliane Martins;2016;2
Eliane Martins;Naaliel Mendes;2006;6
Naaliel Mendes;Eliane Martins;2006;6
Eliane Martins;Regina Moraes;2006;8
Regina Moraes;Eliane Martins;2006;8
Eliane Martins;Regina Moraes;2007;4
Regina Moraes;Eliane Martins;2007;4
Eliane Martins;Regina Moraes;2009;2
Regina Moraes;Eliane Martins;2009;2
Eliane Martins;Ricardo Barbosa;2006;2
Ricardo Barbosa;Eliane Martins;2006;2
Eliane Martins;Ricardo Barbosa;2007;2
Ricardo Barbosa;Eliane Martins;2007;2
Eliane Martins;Rogério de Lemos;2009;4
Rogério de Lemos;Eliane Martins;2009;4
Emilia Villani;Henrique Madeira;2010;6
Henrique Madeira;Emilia Villani;2010;6
Emilia Villani;Henrique Madeira;2015;2
Henrique Madeira;Emilia Villani;2015;2
Emilia Villani;Johan Karlsson;2013;2
Johan Karlsson;Emilia Villani;2013;2
Emilia Villani;Johan Karlsson;2014;2
Johan Karlsson;Emilia Villani;2014;2
Emilia Villani;Marco Vieira;2010;6
Marco Vieira;Emilia Villani;2010;6
Emilia Villani;Marco Vieira;2015;2
Marco Vieira;Emilia Villani;2015;2
Emilia Villani;Nuno Silva;2010;2
Nuno Silva;Emilia Villani;2010;2
Emilia Villani;Paulo C. Veras;2010;6
Paulo C. Veras;Emilia Villani;2010;6
Emilia Villani;Paulo C. Veras;2015;2
Paulo C. Veras;Emilia Villani;2015;2
Emilia Villani;Raul Barbosa;2013;2
Raul Barbosa;Emilia Villani;2013;2
Emilia Villani;Raul Barbosa;2014;2
Raul Barbosa;Emilia Villani;2014;2
Emilia Villani;Rodrigo P. Pontes;2010;2
Rodrigo P. Pontes;Emilia Villani;2010;2
Etienne Urbah;Filipe Araujo;2009;2
Filipe Araujo;Etienne Urbah;2009;2
Etienne Urbah;Filipe Araujo;2010;2
Filipe Araujo;Etienne Urbah;2010;2
Etienne Urbah;Gabriel Caillat;2010;2
Gabriel Caillat;Etienne Urbah;2010;2
Etienne Urbah;Gilles Fedak;2010;2
Gilles Fedak;Etienne Urbah;2010;2
Etienne Urbah;Gábor Gombás;2009;2
Gábor Gombás;Etienne Urbah;2009;2
Etienne Urbah;Haiwu He;2010;2
Haiwu He;Etienne Urbah;2010;2
Etienne Urbah;Jorge Farinha;2009;2
Jorge Farinha;Etienne Urbah;2009;2
Etienne Urbah;Luís Silva;2009;2
Luís Silva;Etienne Urbah;2009;2
Etienne Urbah;Oleg Lodygensky;2009;2
Oleg Lodygensky;Etienne Urbah;2009;2
Etienne Urbah;Oleg Lodygensky;2010;2
Oleg Lodygensky;Etienne Urbah;2010;2
Etienne Urbah;Patricio Domingues;2009;2
Patricio Domingues;Etienne Urbah;2009;2
Etienne Urbah;Péter Kacsuk;2009;2
Péter Kacsuk;Etienne Urbah;2009;2
Etienne Urbah;Péter Kacsuk;2010;2
Péter Kacsuk;Etienne Urbah;2010;2
Etienne Urbah;Zoltán Balaton;2009;2
Zoltán Balaton;Etienne Urbah;2009;2
Etienne Urbah;Zoltán Balaton;2010;2
Zoltán Balaton;Etienne Urbah;2010;2
Etienne Urbah;Zoltán Farkas;2009;2
Zoltán Farkas;Etienne Urbah;2009;2
Etienne Urbah;Zoltán Farkas;2010;2
Zoltán Farkas;Etienne Urbah;2010;2
Eudisley Gomes dos Anjos;Mário Alberto Zenha Rela;2011;2
Mário Alberto Zenha Rela;Eudisley Gomes dos Anjos;2011;2
Eudisley Gomes dos Anjos;Mário Alberto Zenha Rela;2012;2
Mário Alberto Zenha Rela;Eudisley Gomes dos Anjos;2012;2
Eudisley Gomes dos Anjos;Mário Alberto Zenha Rela;2013;2
Mário Alberto Zenha Rela;Eudisley Gomes dos Anjos;2013;2
Eudisley Gomes dos Anjos;Mário Alberto Zenha Rela;2014;2
Mário Alberto Zenha Rela;Eudisley Gomes dos Anjos;2014;2
F. Moreira;Henrique Madeira;1993;2
Henrique Madeira;F. Moreira;1993;2
F. Moreira;Henrique Madeira;1994;2
Henrique Madeira;F. Moreira;1994;2
F. Moreira;Henrique Madeira;1995;2
Henrique Madeira;F. Moreira;1995;2
F. Moreira;Henrique Madeira;1996;2
Henrique Madeira;F. Moreira;1996;2
F. Moreira;Henrique Madeira;2002;2
Henrique Madeira;F. Moreira;2002;2
F. Moreira;Henrique Madeira;2005;2
Henrique Madeira;F. Moreira;2005;2
F. Moreira;João Carreira;1996;2
João Carreira;F. Moreira;1996;2
F. Moreira;João Gabriel Silva;1993;2
João Gabriel Silva;F. Moreira;1993;2
F. Moreira;João Gabriel Silva;1994;2
João Gabriel Silva;F. Moreira;1994;2
F. Moreira;João Gabriel Silva;1995;2
João Gabriel Silva;F. Moreira;1995;2
F. Moreira;João Gabriel Silva;1996;2
João Gabriel Silva;F. Moreira;1996;2
F. Moreira;Juan Carlos García;2005;2
Juan Carlos García;F. Moreira;2005;2
F. Moreira;Karama Kanoun;2005;2
Karama Kanoun;F. Moreira;2005;2
F. Moreira;Mario Dal Cin;2005;2
Mario Dal Cin;F. Moreira;2005;2
F. Moreira;Mário Alberto Zenha Rela;1993;2
Mário Alberto Zenha Rela;F. Moreira;1993;2
F. Moreira;Mário Alberto Zenha Rela;1994;2
Mário Alberto Zenha Rela;F. Moreira;1994;2
F. Moreira;Mário Alberto Zenha Rela;1995;2
Mário Alberto Zenha Rela;F. Moreira;1995;2
F. Moreira;Paula Furtado;1993;2
Paula Furtado;F. Moreira;1993;2
F. Moreira;R. R. Some;2002;2
R. R. Some;F. Moreira;2002;2
Fernando Aldea-Montero;Han van Loon;2004;2
Han van Loon;Fernando Aldea-Montero;2004;2
Fernando Aldea-Montero;Han van Loon;2005;2
Han van Loon;Fernando Aldea-Montero;2005;2
Fernando Aldea-Montero;João Gabriel Silva;2004;2
João Gabriel Silva;Fernando Aldea-Montero;2004;2
Fernando Aldea-Montero;João Gabriel Silva;2005;2
João Gabriel Silva;Fernando Aldea-Montero;2005;2
Fernando Aldea-Montero;Knud Pedersen;2004;2
Knud Pedersen;Fernando Aldea-Montero;2004;2
Fernando Aldea-Montero;Manuel Rodríguez;2004;2
Manuel Rodríguez;Fernando Aldea-Montero;2004;2
Fernando Aldea-Montero;Manuel Rodríguez;2005;2
Manuel Rodríguez;Fernando Aldea-Montero;2005;2
Fernando Aldea-Montero;Patricia Rodríguez-Dapena;2004;2
Patricia Rodríguez-Dapena;Fernando Aldea-Montero;2004;2
Fernando Aldea-Montero;Patricia Rodríguez-Dapena;2005;2
Patricia Rodríguez-Dapena;Fernando Aldea-Montero;2005;2
Fernando Barros;Filipe Araujo;2014;6
Filipe Araujo;Fernando Barros;2014;6
Fernando Barros;Naghmeh Ramezani Ivaki;2014;6
Naghmeh Ramezani Ivaki;Fernando Barros;2014;6
Fernando Costa;Gilles Fedak;2008;4
Gilles Fedak;Fernando Costa;2008;4
Fernando Costa;Ian Kelley;2007;2
Ian Kelley;Fernando Costa;2007;2
Fernando Costa;Ian Kelley;2008;6
Ian Kelley;Fernando Costa;2008;6
Fernando Costa;Ian Taylor;2007;2
Ian Taylor;Fernando Costa;2007;2
Fernando Costa;Luís Silva;2007;2
Luís Silva;Fernando Costa;2007;2
Fernando Costa;Luís Silva;2008;6
Luís Silva;Fernando Costa;2008;6
Fernando Costa;Luís Silva;2011;2
Luís Silva;Fernando Costa;2011;2
Fernando Elson Mourão;João Gabriel Silva;1999;2
João Gabriel Silva;Fernando Elson Mourão;1999;2
Filipe Araujo;Franck Capello;2007;2
Franck Capello;Filipe Araujo;2007;2
Filipe Araujo;Gabriel Caillat;2010;2
Gabriel Caillat;Filipe Araujo;2010;2
Filipe Araujo;Gheorghe Cosmin Silaghi;2008;2
Gheorghe Cosmin Silaghi;Filipe Araujo;2008;2
Filipe Araujo;Gheorghe Cosmin Silaghi;2009;2
Gheorghe Cosmin Silaghi;Filipe Araujo;2009;2
Filipe Araujo;Gheorghe Cosmin Silaghi;2011;2
Gheorghe Cosmin Silaghi;Filipe Araujo;2011;2
Filipe Araujo;Gilles Fedak;2007;2
Gilles Fedak;Filipe Araujo;2007;2
Filipe Araujo;Gilles Fedak;2008;4
Gilles Fedak;Filipe Araujo;2008;4
Filipe Araujo;Gilles Fedak;2010;2
Gilles Fedak;Filipe Araujo;2010;2
Filipe Araujo;Gábor Gombás;2008;4
Gábor Gombás;Filipe Araujo;2008;4
Filipe Araujo;Gábor Gombás;2009;2
Gábor Gombás;Filipe Araujo;2009;2
Filipe Araujo;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Filipe Araujo;2008;4
Filipe Araujo;Haiwu He;2010;2
Haiwu He;Filipe Araujo;2010;2
Filipe Araujo;Henrique Madeira;2015;2
Henrique Madeira;Filipe Araujo;2015;2
Filipe Araujo;Hugo Miranda;2009;2
Hugo Miranda;Filipe Araujo;2009;2
Filipe Araujo;Ian Kelly;2008;4
Ian Kelly;Filipe Araujo;2008;4
Filipe Araujo;Ian Taylor;2008;4
Ian Taylor;Filipe Araujo;2008;4
Filipe Araujo;Jorge Farinha;2009;2
Jorge Farinha;Filipe Araujo;2009;2
Filipe Araujo;Jorge Farinha;2011;2
Jorge Farinha;Filipe Araujo;2011;2
Filipe Araujo;Luis Pinto;2008;2
Luis Pinto;Filipe Araujo;2008;2
Filipe Araujo;Luís Rodrigues;2007;2
Luís Rodrigues;Filipe Araujo;2007;2
Filipe Araujo;Luís Rodrigues;2009;2
Luís Rodrigues;Filipe Araujo;2009;2
Filipe Araujo;Luís Silva;2006;4
Luís Silva;Filipe Araujo;2006;4
Filipe Araujo;Luís Silva;2007;4
Luís Silva;Filipe Araujo;2007;4
Filipe Araujo;Luís Silva;2008;4
Luís Silva;Filipe Araujo;2008;4
Filipe Araujo;Luís Silva;2009;6
Luís Silva;Filipe Araujo;2009;6
Filipe Araujo;Miguel Cardenas-Montes;2008;4
Miguel Cardenas-Montes;Filipe Araujo;2008;4
Filipe Araujo;Naghmeh Ramezani Ivaki;2009;2
Naghmeh Ramezani Ivaki;Filipe Araujo;2009;2
Filipe Araujo;Naghmeh Ramezani Ivaki;2012;2
Naghmeh Ramezani Ivaki;Filipe Araujo;2012;2
Filipe Araujo;Naghmeh Ramezani Ivaki;2014;10
Naghmeh Ramezani Ivaki;Filipe Araujo;2014;10
Filipe Araujo;Naghmeh Ramezani Ivaki;2015;4
Naghmeh Ramezani Ivaki;Filipe Araujo;2015;4
Filipe Araujo;Nuno Laranjeiro;2015;4
Nuno Laranjeiro;Filipe Araujo;2015;4
Filipe Araujo;Oleg Lodygensky;2008;4
Oleg Lodygensky;Filipe Araujo;2008;4
Filipe Araujo;Oleg Lodygensky;2009;2
Oleg Lodygensky;Filipe Araujo;2009;2
Filipe Araujo;Oleg Lodygensky;2010;2
Oleg Lodygensky;Filipe Araujo;2010;2
Filipe Araujo;Patricio Domingues;2006;4
Patricio Domingues;Filipe Araujo;2006;4
Filipe Araujo;Patricio Domingues;2007;4
Patricio Domingues;Filipe Araujo;2007;4
Filipe Araujo;Patricio Domingues;2008;4
Patricio Domingues;Filipe Araujo;2008;4
Filipe Araujo;Patricio Domingues;2009;6
Patricio Domingues;Filipe Araujo;2009;6
Filipe Araujo;Patricio Domingues;2010;2
Patricio Domingues;Filipe Araujo;2010;2
Filipe Araujo;Patricio Domingues;2011;4
Patricio Domingues;Filipe Araujo;2011;4
Filipe Araujo;Patricio Domingues;2012;2
Patricio Domingues;Filipe Araujo;2012;2
Filipe Araujo;Paul Malecot;2007;2
Paul Malecot;Filipe Araujo;2007;2
Filipe Araujo;Pedro Furtado;2014;2
Pedro Furtado;Filipe Araujo;2014;2
Filipe Araujo;Péter Kacsuk;2008;4
Péter Kacsuk;Filipe Araujo;2008;4
Filipe Araujo;Péter Kacsuk;2009;2
Péter Kacsuk;Filipe Araujo;2009;2
Filipe Araujo;Péter Kacsuk;2010;2
Péter Kacsuk;Filipe Araujo;2010;2
Filipe Araujo;Raul Barbosa;2012;6
Raul Barbosa;Filipe Araujo;2012;6
Filipe Araujo;Raul Barbosa;2014;6
Raul Barbosa;Filipe Araujo;2014;6
Filipe Araujo;Raul Barbosa;2015;2
Raul Barbosa;Filipe Araujo;2015;2
Filipe Araujo;Róbert Lovas;2008;4
Róbert Lovas;Filipe Araujo;2008;4
Filipe Araujo;Samuel Neves;2011;4
Samuel Neves;Filipe Araujo;2011;4
Filipe Araujo;Samuel Neves;2012;6
Samuel Neves;Filipe Araujo;2012;6
Filipe Araujo;Samuel Neves;2013;2
Samuel Neves;Filipe Araujo;2013;2
Filipe Araujo;Samuel Neves;2014;2
Samuel Neves;Filipe Araujo;2014;2
Filipe Araujo;Serhiy Boychenko;2012;4
Serhiy Boychenko;Filipe Araujo;2012;4
Filipe Araujo;Serhiy Boychenko;2014;4
Serhiy Boychenko;Filipe Araujo;2014;4
Filipe Araujo;Serhiy Boychenko;2015;4
Serhiy Boychenko;Filipe Araujo;2015;4
Filipe Araujo;Tamas Kiss;2008;4
Tamas Kiss;Filipe Araujo;2008;4
Filipe Araujo;Tiago Santos;2008;2
Tiago Santos;Filipe Araujo;2008;2
Filipe Araujo;Zoltán Balaton;2008;4
Zoltán Balaton;Filipe Araujo;2008;4
Filipe Araujo;Zoltán Balaton;2009;2
Zoltán Balaton;Filipe Araujo;2009;2
Filipe Araujo;Zoltán Balaton;2010;2
Zoltán Balaton;Filipe Araujo;2010;2
Filipe Araujo;Zoltán Farkas;2008;4
Zoltán Farkas;Filipe Araujo;2008;4
Filipe Araujo;Zoltán Farkas;2009;2
Zoltán Farkas;Filipe Araujo;2009;2
Filipe Araujo;Zoltán Farkas;2010;2
Zoltán Farkas;Filipe Araujo;2010;2
Flávio Morais de Assis Silva;João Gabriel Silva;2005;2
João Gabriel Silva;Flávio Morais de Assis Silva;2005;2
Francisco Fernández de Vega;José Carlos Bregieiro Ribeiro;2007;6
José Carlos Bregieiro Ribeiro;Francisco Fernández de Vega;2007;6
Francisco Fernández de Vega;José Carlos Bregieiro Ribeiro;2008;4
José Carlos Bregieiro Ribeiro;Francisco Fernández de Vega;2008;4
Francisco Fernández de Vega;José Carlos Bregieiro Ribeiro;2009;4
José Carlos Bregieiro Ribeiro;Francisco Fernández de Vega;2009;4
Francisco Fernández de Vega;José Carlos Bregieiro Ribeiro;2010;4
José Carlos Bregieiro Ribeiro;Francisco Fernández de Vega;2010;4
Francisco Fernández de Vega;José Carlos Bregieiro Ribeiro;2013;2
José Carlos Bregieiro Ribeiro;Francisco Fernández de Vega;2013;2
Francisco Fernández de Vega;José Carlos Bregieiro Ribeiro;2014;2
José Carlos Bregieiro Ribeiro;Francisco Fernández de Vega;2014;2
Francisco Fernández de Vega;José Carlos Bregieiro Ribeiro;2015;2
José Carlos Bregieiro Ribeiro;Francisco Fernández de Vega;2015;2
Francisco Fernández de Vega;Mário Alberto Zenha Rela;2007;6
Mário Alberto Zenha Rela;Francisco Fernández de Vega;2007;6
Francisco Fernández de Vega;Mário Alberto Zenha Rela;2008;4
Mário Alberto Zenha Rela;Francisco Fernández de Vega;2008;4
Francisco Fernández de Vega;Mário Alberto Zenha Rela;2009;4
Mário Alberto Zenha Rela;Francisco Fernández de Vega;2009;4
Francisco Fernández de Vega;Mário Alberto Zenha Rela;2010;4
Mário Alberto Zenha Rela;Francisco Fernández de Vega;2010;4
Francisco Fernández de Vega;Mário Alberto Zenha Rela;2013;2
Mário Alberto Zenha Rela;Francisco Fernández de Vega;2013;2
Francisco Fernández de Vega;Mário Alberto Zenha Rela;2014;2
Mário Alberto Zenha Rela;Francisco Fernández de Vega;2014;2
Francisco Fernández de Vega;Mário Alberto Zenha Rela;2015;2
Mário Alberto Zenha Rela;Francisco Fernández de Vega;2015;2
Francisco Mónaco;Júlio Estrella;2011;2
Júlio Estrella;Francisco Mónaco;2011;2
Francisco Mónaco;Kalinka Branco;2011;2
Kalinka Branco;Francisco Mónaco;2011;2
Francisco Mónaco;Marco Vieira;2011;2
Marco Vieira;Francisco Mónaco;2011;2
Francisco Mónaco;Nuno Antunes;2011;2
Nuno Antunes;Francisco Mónaco;2011;2
Francisco Soares;João Gabriel Silva;1998;2
João Gabriel Silva;Francisco Soares;1998;2
Francisco Soares;Luís Silva;1998;2
Luís Silva;Francisco Soares;1998;2
Franck Capello;Gilles Fedak;2007;2
Gilles Fedak;Franck Capello;2007;2
Franck Capello;Luís Silva;2007;2
Luís Silva;Franck Capello;2007;2
Franck Capello;Patricio Domingues;2007;2
Patricio Domingues;Franck Capello;2007;2
Franck Capello;Paul Malecot;2007;2
Paul Malecot;Franck Capello;2007;2
G. Pintér;Henrique Madeira;2005;2
Henrique Madeira;G. Pintér;2005;2
G. Pintér;Henrique Madeira;2008;2
Henrique Madeira;G. Pintér;2008;2
G. Pintér;I. Majzik;2005;2
I. Majzik;G. Pintér;2005;2
G. Pintér;I. Majzik;2008;2
I. Majzik;G. Pintér;2008;2
G. Pintér;Marco Vieira;2005;2
Marco Vieira;G. Pintér;2005;2
G. Pintér;Marco Vieira;2008;2
Marco Vieira;G. Pintér;2008;2
Gabriel Caillat;Gilles Fedak;2010;2
Gilles Fedak;Gabriel Caillat;2010;2
Gabriel Caillat;Haiwu He;2010;2
Haiwu He;Gabriel Caillat;2010;2
Gabriel Caillat;Oleg Lodygensky;2010;2
Oleg Lodygensky;Gabriel Caillat;2010;2
Gabriel Caillat;Péter Kacsuk;2010;2
Péter Kacsuk;Gabriel Caillat;2010;2
Gabriel Caillat;Zoltán Balaton;2010;2
Zoltán Balaton;Gabriel Caillat;2010;2
Gabriel Caillat;Zoltán Farkas;2010;2
Zoltán Farkas;Gabriel Caillat;2010;2
Gabriella Carrozza;Joao Duraes;2013;2
Joao Duraes;Gabriella Carrozza;2013;2
Gabriella Carrozza;Marco Vieira;2011;2
Marco Vieira;Gabriella Carrozza;2011;2
Gabriella Carrozza;Marco Vieira;2013;2
Marco Vieira;Gabriella Carrozza;2013;2
Gabriella Carrozza;Nuno Antunes;2013;2
Nuno Antunes;Gabriella Carrozza;2013;2
Gabriella Carrozza;Nuno Laranjeiro;2011;2
Nuno Laranjeiro;Gabriella Carrozza;2011;2
Gabriella Carrozza;Nuno Laranjeiro;2013;2
Nuno Laranjeiro;Gabriella Carrozza;2013;2
Gheorghe Cosmin Silaghi;Jorge Farinha;2011;2
Jorge Farinha;Gheorghe Cosmin Silaghi;2011;2
Gheorghe Cosmin Silaghi;Luís Silva;2007;2
Luís Silva;Gheorghe Cosmin Silaghi;2007;2
Gheorghe Cosmin Silaghi;Luís Silva;2008;4
Luís Silva;Gheorghe Cosmin Silaghi;2008;4
Gheorghe Cosmin Silaghi;Luís Silva;2009;2
Luís Silva;Gheorghe Cosmin Silaghi;2009;2
Gheorghe Cosmin Silaghi;Patricio Domingues;2008;4
Patricio Domingues;Gheorghe Cosmin Silaghi;2008;4
Gheorghe Cosmin Silaghi;Patricio Domingues;2009;2
Patricio Domingues;Gheorghe Cosmin Silaghi;2009;2
Gheorghe Cosmin Silaghi;Patricio Domingues;2011;2
Patricio Domingues;Gheorghe Cosmin Silaghi;2011;2
Gil Taran;Mário Alberto Zenha Rela;2009;2
Mário Alberto Zenha Rela;Gil Taran;2009;2
Gil Taran;Paulo Marques;2009;2
Paulo Marques;Gil Taran;2009;2
Gil Taran;Pedro Bizarro;2009;2
Pedro Bizarro;Gil Taran;2009;2
Gilles Fedak;Gábor Gombás;2008;4
Gábor Gombás;Gilles Fedak;2008;4
Gilles Fedak;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Gilles Fedak;2008;4
Gilles Fedak;Haiwu He;2010;2
Haiwu He;Gilles Fedak;2010;2
Gilles Fedak;Ian Kelley;2008;4
Ian Kelley;Gilles Fedak;2008;4
Gilles Fedak;Ian Kelly;2008;4
Ian Kelly;Gilles Fedak;2008;4
Gilles Fedak;Ian Taylor;2008;4
Ian Taylor;Gilles Fedak;2008;4
Gilles Fedak;Luís Silva;2007;2
Luís Silva;Gilles Fedak;2007;2
Gilles Fedak;Luís Silva;2008;4
Luís Silva;Gilles Fedak;2008;4
Gilles Fedak;Miguel Cardenas-Montes;2008;4
Miguel Cardenas-Montes;Gilles Fedak;2008;4
Gilles Fedak;Oleg Lodygensky;2008;4
Oleg Lodygensky;Gilles Fedak;2008;4
Gilles Fedak;Oleg Lodygensky;2010;2
Oleg Lodygensky;Gilles Fedak;2010;2
Gilles Fedak;Patricio Domingues;2007;2
Patricio Domingues;Gilles Fedak;2007;2
Gilles Fedak;Paul Malecot;2007;2
Paul Malecot;Gilles Fedak;2007;2
Gilles Fedak;Péter Kacsuk;2008;4
Péter Kacsuk;Gilles Fedak;2008;4
Gilles Fedak;Péter Kacsuk;2010;2
Péter Kacsuk;Gilles Fedak;2010;2
Gilles Fedak;Róbert Lovas;2008;4
Róbert Lovas;Gilles Fedak;2008;4
Gilles Fedak;Tamas Kiss;2008;4
Tamas Kiss;Gilles Fedak;2008;4
Gilles Fedak;Zoltán Balaton;2008;4
Zoltán Balaton;Gilles Fedak;2008;4
Gilles Fedak;Zoltán Balaton;2010;2
Zoltán Balaton;Gilles Fedak;2010;2
Gilles Fedak;Zoltán Farkas;2008;4
Zoltán Farkas;Gilles Fedak;2008;4
Gilles Fedak;Zoltán Farkas;2010;2
Zoltán Farkas;Gilles Fedak;2010;2
Gábor Gombás;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Gábor Gombás;2008;4
Gábor Gombás;Ian Kelly;2008;4
Ian Kelly;Gábor Gombás;2008;4
Gábor Gombás;Ian Taylor;2008;4
Ian Taylor;Gábor Gombás;2008;4
Gábor Gombás;Jorge Farinha;2009;2
Jorge Farinha;Gábor Gombás;2009;2
Gábor Gombás;Luís Silva;2009;2
Luís Silva;Gábor Gombás;2009;2
Gábor Gombás;Miguel Cardenas-Montes;2008;4
Miguel Cardenas-Montes;Gábor Gombás;2008;4
Gábor Gombás;Oleg Lodygensky;2008;4
Oleg Lodygensky;Gábor Gombás;2008;4
Gábor Gombás;Oleg Lodygensky;2009;2
Oleg Lodygensky;Gábor Gombás;2009;2
Gábor Gombás;Patricio Domingues;2009;2
Patricio Domingues;Gábor Gombás;2009;2
Gábor Gombás;Péter Kacsuk;2008;4
Péter Kacsuk;Gábor Gombás;2008;4
Gábor Gombás;Péter Kacsuk;2009;2
Péter Kacsuk;Gábor Gombás;2009;2
Gábor Gombás;Róbert Lovas;2008;4
Róbert Lovas;Gábor Gombás;2008;4
Gábor Gombás;Tamas Kiss;2008;4
Tamas Kiss;Gábor Gombás;2008;4
Gábor Gombás;Zoltán Balaton;2008;4
Zoltán Balaton;Gábor Gombás;2008;4
Gábor Gombás;Zoltán Balaton;2009;2
Zoltán Balaton;Gábor Gombás;2009;2
Gábor Gombás;Zoltán Farkas;2008;4
Zoltán Farkas;Gábor Gombás;2008;4
Gábor Gombás;Zoltán Farkas;2009;2
Zoltán Farkas;Gábor Gombás;2009;2
Gábor Terstyánszky;Ian Kelly;2008;4
Ian Kelly;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Ian Taylor;2008;4
Ian Taylor;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Miguel Cardenas-Montes;2008;4
Miguel Cardenas-Montes;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Oleg Lodygensky;2008;4
Oleg Lodygensky;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Péter Kacsuk;2008;4
Péter Kacsuk;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Róbert Lovas;2008;4
Róbert Lovas;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Tamas Kiss;2008;4
Tamas Kiss;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Zoltán Balaton;2008;4
Zoltán Balaton;Gábor Terstyánszky;2008;4
Gábor Terstyánszky;Zoltán Farkas;2008;4
Zoltán Farkas;Gábor Terstyánszky;2008;4
Haiwu He;Oleg Lodygensky;2010;2
Oleg Lodygensky;Haiwu He;2010;2
Haiwu He;Péter Kacsuk;2010;2
Péter Kacsuk;Haiwu He;2010;2
Haiwu He;Zoltán Balaton;2010;2
Zoltán Balaton;Haiwu He;2010;2
Haiwu He;Zoltán Farkas;2010;2
Zoltán Farkas;Haiwu He;2010;2
Han van Loon;João Gabriel Silva;2004;2
João Gabriel Silva;Han van Loon;2004;2
Han van Loon;João Gabriel Silva;2005;2
João Gabriel Silva;Han van Loon;2005;2
Han van Loon;Knud Pedersen;2004;2
Knud Pedersen;Han van Loon;2004;2
Han van Loon;Manuel Rodríguez;2004;2
Manuel Rodríguez;Han van Loon;2004;2
Han van Loon;Manuel Rodríguez;2005;2
Manuel Rodríguez;Han van Loon;2005;2
Han van Loon;Patricia Rodríguez-Dapena;2004;2
Patricia Rodríguez-Dapena;Han van Loon;2004;2
Han van Loon;Patricia Rodríguez-Dapena;2005;2
Patricia Rodríguez-Dapena;Han van Loon;2005;2
Henrique Madeira;I. Majzik;2005;2
I. Majzik;Henrique Madeira;2005;2
Henrique Madeira;I. Majzik;2008;2
I. Majzik;Henrique Madeira;2008;2
Henrique Madeira;I. Majzik;2012;2
I. Majzik;Henrique Madeira;2012;2
Henrique Madeira;Ivano Irrera;2009;2
Ivano Irrera;Henrique Madeira;2009;2
Henrique Madeira;Ivano Irrera;2010;2
Ivano Irrera;Henrique Madeira;2010;2
Henrique Madeira;Ivano Irrera;2013;2
Ivano Irrera;Henrique Madeira;2013;2
Henrique Madeira;J. Arlat;2001;4
J. Arlat;Henrique Madeira;2001;4
Henrique Madeira;J. Arlat;2002;4
J. Arlat;Henrique Madeira;2002;4
Henrique Madeira;Joao Duraes;2001;2
